StockNumber,Make,Model,Badge,RegoNum,VIN,Price,Year,Odometer,Body,Color,EngineSize,GearType,FuelType,StandardFeatures,OptionalFeatures,AdvDescription,YardCode,Series,NVIC,SpecialPrice,IsDemo,IsSpecial,IsPrestiged,StockType,IsUsed,RegoExpiry,VideoLink,Drive,DoorNum,Cylinders,RedbookCode,IsMiles,ShortDescription,InteriorColour,RegoState,BuildDate,ComplianceDate,GCM,GVM,Tare,SleepingCapacity,Toilet,Shower,AirConditioning,Fridge,Stereo,IsDAP,StockStatus,EngineNumber,GearCount,EnginePower,PowerkW,Powerhp,EngineMake,GPS,SerialNumber,WheelSize,TowBallWeight,Warranty,Wheels,AxleConfiguration,Seats
101093,Toyota,Aqua,G,,6ZZH0NHP106662029,15995.0000,2017,100554,Hatchback,Red,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Reverse Camera,Folding Side Mirror,Keep Lane Assist,Collision Brakes,Seats Adjustment,Cruise Control,Rear Spoiler,Alloy Wheel",,"Toyota Aqua 2017 <br />Stock No: 101093<br />Mileage: 100,554 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Mordialloc Yard<br />247 Boundary Road, Mordialloc VIC 3195 <br />Phone: 03 7065 6403<br />sales.mordialloc@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",2,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6662029,Gray,VIC,09/17,,,,,,,,Yes,,,False,On_Offer,,,,,,,,,0,,,,,5
101094,Toyota,Aqua,S,,6ZZF0NHP106420034,,2015,74430,Hatchback,Pearl White,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS brakes,Air Condition,Push Start",,"Welcome to UKA Japan Motors Australia<br />With nearly 25 years of experience in the automotive industry, NJ Japan Motors is proudly trusted across multiple countries for our outstanding customer service and quality vehicles. We specialise in a wide range of carefully selected, used Japanese-imported cars — all inspected and ready for Australian roads.<br /><br />🚗 This Vehicle is Currently IN TRANSIT<br />Enquire now to secure it before arrival.<br /><br /><br />📍 Visit Us:<br /><br />MAIDSTONE<br /><br />📞 Call Us : 03 4329 0786 or 1800 006 256<br />📧 Email   : sales.maidstone@ukajapan.com.au<br />📍205 Ballarat Road, Maidstone, Victoria 3012<br /><br />MORDIALLOC<br /><br />📞 Call Us :03 7065 6403 Or 1800 006 256<br />📧 Email   :sales.mordialloc@ukajapan.com.au<br />📍 247 Boundary Road, Mordialloc VIC 3195<br /><br />BRISBANE<br /><br />📞 Call Us : 07 2147 6999 Or 1800 006 256<br />📧 Email   : sales.brisbane@ukajapan.com.au<br />📍 33 Randall St, Slacks Creek, QLD 4127<br /><br /><br />🌐 Browse Our Stock: www.ukajapan.com.au<br /> <br />LMCT: 12702",2,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6420034,Gray,VIC,06/15,,,,,,,,Yes,,,False,On_Order,,,,,,,,,0,,,,,5
101095,Toyota,Aqua,S,,6ZZG0NHP106493737,15495.0000,2016,98197,Hatchback,Silver,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Folding Side Mirror,Climate Control,Traction Control,Seats Adjustment,Rear Spoiler",,"Toyota Aqua 2016 <br />Stock No: 101095<br />Mileage: 98,197 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6493737,Gray,VIC,02/16,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
101096,Nissan,Serena,G,,6ZZM000GC27070499,,2021,76760,VAN,Black,2000,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,Air Condition,ABS Brakes,Push Start",,"Welcome to UKA Japan Motors Australia<br />With nearly 25 years of experience in the automotive industry, NJ Japan Motors is proudly trusted across multiple countries for our outstanding customer service and quality vehicles. We specialise in a wide range of carefully selected, used Japanese-imported cars — all inspected and ready for Australian roads.<br /><br />🚗 This Vehicle is Currently IN TRANSIT<br />Enquire now to secure it before arrival.<br /><br /><br />📍 Visit Us:<br /><br />MAIDSTONE<br /><br />📞 Call Us : 03 4329 0786 or 1800 006 256<br />📧 Email   : sales.maidstone@ukajapan.com.au<br />📍205 Ballarat Road, Maidstone, Victoria 3012<br /><br />MORDIALLOC<br /><br />📞 Call Us :03 7065 6403 Or 1800 006 256<br />📧 Email   :sales.mordialloc@ukajapan.com.au<br />📍 247 Boundary Road, Mordialloc VIC 3195<br /><br />BRISBANE<br /><br />📞 Call Us : 07 2147 6999 Or 1800 006 256<br />📧 Email   : sales.brisbane@ukajapan.com.au<br />📍 33 Randall St, Slacks Creek, QLD 4127<br /><br /><br />🌐 Browse Our Stock: www.ukajapan.com.au<br /> <br />LMCT: 12702",1,GC27,,,False,False,False,A,True,,,2WD,5,4,,False,GC27-070499,Gray,VIC,07/21,,,,,,,,Yes,,,False,On_Order,,,,,,,,,0,,,,,5
101097,Toyota,Aqua,S,,6ZZF0NHP106392604,14995.0000,2015,83897,Hatchback,Silver,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Rear Spoiler,Folding Side Mirror,Seats Adjustment,Climate Control",,"Toyota Aqua 2015 <br />Stock No: 101097<br />Mileage: 83,897 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Mordialloc Yard<br />247 Boundary Road, Mordialloc VIC 3195 <br />Phone: 03 7065 6403<br />sales.mordialloc@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",2,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6392604,Gray,VIC,03/15,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
101098,Toyota,Hiace,DX GL Package,,6ZZKTRH2000299570,23995.0000,2019,131463,VAN,Silver,2000,Auto,Petrol,"Power Steering,Power Window,ABS Brakes,Air Condition,Key Start,Seats Adjustment,Power Mirror,Keep Lane Assist,Traction Control,Collision Braking,Climate Control",,"Toyota Hiace 2019 <br />Stock No: 101098<br />Mileage: 131,463 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />15 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,TRH200,,,False,False,False,A,True,,,2WD,5,4,,False,TRH200-0299570,Gray,VIC,04/19,,,,,,,,Yes,,,False,On_Offer,,,,,,,,,0,,,,,3
101100,Toyota,Aqua,S,,6ZZF0NHP106389082,14995.0000,2015,63065,Hatchback,Red,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Rear Spoiler,Reverse Camera,Seats Adjustment,Climate Control,Dash Camera,Folding Side Mirror,EV Mode,Eco Mode",,"Toyota Aqua 2015 <br />Stock No: 101100<br />Mileage: 63,065 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6389082,Gray,VIC,03/15,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
101101,Toyota,Hiace,DX,,6ZZKTRH2000302272,,2019,111811,VAN,Silver,2000,Auto,Petrol,"Power Steering,Power Window,ABS Brakes,Air Condition,Push Start",,"Welcome to UKA Japan Motors Australia<br />With nearly 25 years of experience in the automotive industry, NJ Japan Motors is proudly trusted across multiple countries for our outstanding customer service and quality vehicles. We specialise in a wide range of carefully selected, used Japanese-imported cars — all inspected and ready for Australian roads.<br /><br />🚗 This Vehicle is Currently IN TRANSIT<br />Enquire now to secure it before arrival.<br /><br /><br />📍 Visit Us:<br /><br />MAIDSTONE <br /><br />📞 Call Us : 03 4329 0786 or 1800 006 256<br />📧 Email   : sales.maidstone@ukajapan.com.au<br />📍205 Ballarat Road, Maidstone, Victoria 3012<br /><br />MORDIALLOC<br /><br />📞 Call Us :03 7065 6403 Or 1800 006 256<br />📧 Email   :sales.mordialloc@ukajapan.com.au<br />📍 247 Boundary Road, Mordialloc VIC 3195<br /><br />BRISBANE <br /><br />📞 Call Us : 07 2147 6999 Or 1800 006 256<br />📧 Email   : sales.brisbane@ukajapan.com.au<br />📍 33 Randall St, Slacks Creek, QLD 4127<br /><br /><br />🌐 Browse Our Stock: www.ukajapan.com.au<br /> <br />LMCT: 12702",2,TRH200,,,False,False,False,A,True,,,2WD,5,4,,False,TRH200-0302272,Gray,VIC,05/19,,,,,,,,Yes,,,False,On_Order,,,,,,,,,0,,,,,6
101102,Toyota,Aqua,S,,6ZZE0NHP106366317,,2014,89219,Hatchback,Black,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Rear Spoiler,Seats Adjustment,Climate Control,Folding Side Mirror,EV Mode,Eco Mode",,"Toyota Aqua 2014 <br />Stock No: 101102<br />Mileage: 89,219 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />15 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6366317,Gray,VIC,12/14,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
101103,Toyota,Aqua,S,,6ZZF0NHP106421472,13995.0000,2015,73065,Hatchback,Red,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Conditon,Push Start,Reverse Camera,Climate Control,Folding Side Mirror,Traction Control,EV mode,Eco Mode,Seats Adjustment,Rear Spoiler",,"Toyota Aqua 2015 <br />Stock No: 101103<br />Mileage: 73,065 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6421472,Gray,,06/15,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
101104,Toyota,Voxy,X,,6ZZF0ZRR800192677,16995.0000,2015,93400,VAN,Peal White,2000,Auto,Petrol,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Power Slide Doors,Alloy Wheels,Reverse Camera,Eco Mode,Traction Control,Dual Zone Climate Control,Seats Adjustment",,"Toyota Voxy 2015 <br />Stock No: 101104<br />Mileage: 93,400 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Mordialloc Yard<br />247 Boundary Road, Mordialloc VIC 3195 <br />Phone: 03 7065 6403<br />sales.mordialloc@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",2,ZRR80,,,False,False,False,A,True,,,2WD,5,4,,False,ZRR80-0192677,Gray,VIC,12/15,08/26,,,,,,,Yes,,,False,In_Stock,0000,,,,,,,,0,,,,,7
101105,Subaru,Impreza XV,2.0I EYESIGHT,,6ZZL0000GTE023062,17995.0000,2020,93804,SUV,Blue,2000,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Dual Zone Climate Control,Cruise Control,Eco - Cruise,Folding Side Mirror,Alloy Wheels,Half Leather Seats,Electric Seats Adjustment,Traction Control,SRH Mode,Rear Spoiler,Parking Sensor,Fog Lights,Reverse camera",,"Subaru Impreza XV 2020 <br />Stock No: 101105<br />Mileage: 93,804 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />15 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br />Brisbane Yard<br />33 Randall Street, Slacks Creek QLD 4127<br />Phone: 07 2147 6999<br />Email: sales.brisbane@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",4,GTE,,,False,False,False,A,True,,,4WD,5,4,,False,GTE-023062,Gray,VIC,02/20,,,,,,,,Yes,,,False,On_Offer,,,,,,,,,0,,,,,5
101106,Toyota,Noah,G,2FS4JP,6ZZF0ZRR800095903,18500.0000,2015,115975,VAN,Pearl White,2000,Auto,Petrol,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Fog Lights,Alloy Wheels,Reverse Camera,Seats Adjustment,Power Slide Doors,Dual Zone Climate Control",,"Toyota Noah 2015 <br />Stock No: 101106<br />Mileage: 115,975 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />15 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,ZRR80,,,False,False,False,A,True,18/11/2026,,2WD,5,4,,False,ZRR80-0095903,Gray,VIC,01/15,08/26,,,,,,,Yes,,,True,On_Offer,3ZRB517421,,,,,,,,0,,,,,7
101107,Toyota,Noah,S I,,6ZZG0ZRR800265425,18995.0000,2016,86021,VAN,Dark Violet Metallic,2000,Auto,Petrol,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Fog Lights,Rear Spoiler,Alloy Wheels,Seats Adjustment,Dual Zone Climate Control,Eco Mode,Traction Control,Reverse Camera,Keep Lane Assist,Power Slide Doors,Collision Brakes",,"Toyota Noah 2016 <br />Stock No: 101107<br />Mileage: 86,021 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />15 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 4933717<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",2,ZRR80,,,False,False,False,A,True,,,2WD,5,4,,False,ZRR80-0265425,Gray,VIC,10/16,,,,,,,,Yes,,,False,On_Offer,,,,,,,,,0,,,,,8
101108,Honda,Vezel,Hybrid,,6ZZE000RU31004346,17995.0000,2014,59168,SUV,Silver,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start,Traction Control,Folding Side Mirror,reverse Camera,Cruise Control,Seats Adjustment,Fog Lights,Alloy Wheels,Reverse Camera,Rear Spoiler",,"Honda Vezel 2014<br />Stock No: 101108<br />Mileage: 59,168 km<br /><br />Looking for a reliable, high-quality vehicle? This carefully selected Japanese import offers excellent value, comfort, and practicality.<br /><br />Every vehicle is sourced directly from Japan and selected to meet our high standards of quality and condition.<br /><br />Odometer Verified<br /><br />The odometer reading is verified through official Japanese Auction Sheets and Import Documentation, available for your reference and peace of mind.<br /><br />Price Includes:<br /><br />Roadworthy Certificate (RWC)<br />Registration<br />Transfer Fees<br /><br />Additional Services Available:<br /><br />Video Walkaround Inspections<br />Finance & Car Loan Options<br />GST Invoice Available<br />1-5 Year Extended Warranty<br />Australia-Wide Delivery Available<br /><br />Why Buy From UKA Japan Motors?<br /><br />Trusted Japanese Import Specialists<br />Quality Vehicles Direct from Japan<br />Verified Odometer Readings<br />Competitive Finance Solutions<br />Extended Warranty Options<br />Friendly & Experienced Team<br /><br /><br /><br />Maidstone Yard<br />205 Ballarat Rd, Maidstone VIC 3012, Australiaa<br />Phone: 03 4329 0786<br />Email: sales.maidstone@ukajapan.com.au<br />View Stock: www.ukajapan.com.au<br /><br />LMCT: 0012708<br /><br />Note: Vehicle specifications and features may be automatically generated by third-party platforms. Please confirm all features, options, and specifications with our sales team prior to purchase.",1,RU3,,,False,False,False,A,True,,,2WD,5,4,,False,RU3-1004346,Gray,VIC,01/14,,,,,,,,Yes,,,False,In_Stock,,,,,,,,,0,,,,,5
101109,Toyota,Aqua,S,,6ZZF0NHP106469759,,2015,98220,Hatchback,Pearl White,1500,Auto,Hybrid,"Power Steering,Power Window,Winker Mirror,ABS Brakes,Air Condition,Push Start",,"Welcome to UKA Japan Motors Australia<br />With nearly 25 years of experience in the automotive industry, NJ Japan Motors is proudly trusted across multiple countries for our outstanding customer service and quality vehicles. We specialise in a wide range of carefully selected, used Japanese-imported cars — all inspected and ready for Australian roads.<br /><br />🚗 This Vehicle is Currently IN TRANSIT<br />Enquire now to secure it before arrival.<br /><br /><br />📍 Visit Us:<br /><br />MAIDSTONE<br /><br />📞 Call Us : 03 4329 0786 or 1800 006 256<br />📧 Email   : sales.maidstone@ukajapan.com.au<br />📍205 Ballarat Road, Maidstone, Victoria 3012<br /><br />MORDIALLOC<br /><br />📞 Call Us :03 7065 6403 Or 1800 006 256<br />📧 Email   :sales.mordialloc@ukajapan.com.au<br />📍 247 Boundary Road, Mordialloc VIC 3195<br /><br />BRISBANE<br /><br />📞 Call Us : 07 2147 6999 Or 1800 006 256<br />📧 Email   : sales.brisbane@ukajapan.com.au<br />📍 33 Randall St, Slacks Creek, QLD 4127<br /><br /><br />🌐 Browse Our Stock: www.ukajapan.com.au<br /> <br />LMCT: 12702",2,NHP10,,,False,False,False,A,True,,,2WD,5,4,,False,NHP10-6469759,Gray,VIC,10/15,,,,,,,,Yes,,,False,On_Offer,,,,,,,,,0,,,,,5
